index,inchikey,standard_smiles,scaffold,xhash,group_size
95,CFCRCCSSNULXBB-UHFFFAOYSA-N,COc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,O=C(Nc1ncnc2oc(-c3ccccc3)cc12)C1CCCC1,9b446afa49a072aaae3cf6759822966f4651e9a8,1
96,CFHFICONTPDVTM-UHFFFAOYSA-N,C=c1c(C(=O)NCC2CCN(C)CC2)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,C=c1c(C(=O)NCC2CCNCC2)c[nH]c1=Cc1c[nH]c2ccccc12,38d916b4c348589e6bd1e258b5cb91ad97cc456e,1
97,CGRPEMVYTZGPEU-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC1CCN(C)CC1,c1ccc(Nc2ncnc3cc(OC4CCNCC4)ccc23)cc1,d83da466da9235eab8791fd02c5e9be27ba6ad40,1
98,CJPNTWIJDMEPOG-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc(C)c4)cc3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,d460d192b364a8ae8986242aae4859701e210363,1
99,CJSSYVIHFXDFFC-UHFFFAOYSA-N,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2Cl)cc1,c1ccc(-c2ccnc(Nc3ccc(CCN4CCOCC4)cc3)n2)cc1,7f374ee4e9295b6b8dbccc9a6838df09ab7024ed,1
100,CKYLEUNHWFIYOR-UHFFFAOYSA-N,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,713c892381131dcefbe97641d37193f837d8d2d2,1
101,CLKJOWKUOMKGSN-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)c1scnc1CCc1ccnc2ccccc12,O=C(Nc1ccccc1)c1scnc1CCc1ccnc2ccccc12,e6237f685bbf427001d729ae9a1e36a6d7be27ef,1
102,CLOKCIDZTVIDMJ-UHFFFAOYSA-N,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2s1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3ncsc3c2)cc1,1800826f4eff869646474e7fa77d7e2dc8fe36a7,1
103,CMHODBMVRLRLOW-UHFFFAOYSA-N,O=c1[nH]c2ccccc2cc1-c1nc2ccccc2[nH]1,O=c1[nH]c2ccccc2cc1-c1nc2ccccc2[nH]1,51be589bebfd647487eec110cc3a25bc6cbed843,1
104,CMTFYUMOJRAUPR-UHFFFAOYSA-N,O=C(NC1CC1)c1ccc(F)c(CCc2cnc(Nc3ccccn3)s2)c1,O=C(NC1CC1)c1cccc(CCc2cnc(Nc3ccccn3)s2)c1,38234830667a6fbc139e1ef077b13cc54d14c2b7,1
105,CNVFENCTUFMYBP-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,O=C(NCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,14529063af0c2f9f2c3c5638adfdd2eba3741dc7,1
106,CODNFAROPXKNHK-UHFFFAOYSA-N,Cc1cccc(NC(=O)N(Cc2ccc(-c3[nH]nc4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)CC(C)C)c1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)Nc1ccccc1,4957c9ee0e0e53ef4816fc67a73d8f6d1f485667,1
107,COIXHPWKDBPYBV-UHFFFAOYSA-N,Nc1nccc2scc(-c3ccc(NC(=O)NC4CCCCC4)cc3)c12,O=C(Nc1ccc(-c2csc3ccncc23)cc1)NC1CCCCC1,d9c1d64bc76bc303655387ca3c19b3632471c14c,1
108,COQMBZDAQWGIGH-UHFFFAOYSA-N,O=C(NCCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,O=C(NCCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,7f62cbac15cbd27d0257f5bc909374f4b69e5bb2,1
109,CPGDDAIHGOCSDF-UHFFFAOYSA-N,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(Cl)cc(Cl)c2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,7e8bb25a4f2dcc151c1f379ba963a94017689364,1
110,CPJIMFZYHUTSJD-UHFFFAOYSA-N,O=C(NC1CC1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,O=C(NC1CC1)c1cccc(NCc2cnc(Nc3ccccn3)s2)c1,827ac0e0062d229a702b7252ec81490e0d42538e,1
111,CPVRYQAOUPSUDO-UHFFFAOYSA-N,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccnc1NCc1ccncc1,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccnc1NCc1ccncc1,2047ff99d422b8d9bed5541fef25c524cdcc7825,1
112,CQCCNBVEDUYZMC-UHFFFAOYSA-N,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)NC3CCCCC3)cc2)cc1,O=C(Nc1ccc(-c2c(-c3ccccc3)oc3ncncc23)cc1)NC1CCCCC1,5c455da3d32ae883499136e7a3922714c3f9e596,1
113,CQQHPXAPMGAALV-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4)c4[nH]nc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2ccc(OCCN3CCCC3)c3[nH]ncc23)cc1,3630de2ec0c8ad50543c97460ca344aabc468ac2,1
114,CQVHGVPCTLRAMT-UHFFFAOYSA-N,O=c1nc(NCc2ccccc2)[nH]c(Nc2ccc3ncsc3c2)n1,O=c1nc(NCc2ccccc2)[nH]c(Nc2ccc3ncsc3c2)n1,b14a39c19fbfed47b499b15f95ea26e2341667e9,1
115,CRATWJDHVNOZDE-UHFFFAOYSA-N,c1ccc(-c2cnc(Nc3ccc(CN4CCCC4)cn3)s2)cc1,c1ccc(-c2cnc(Nc3ccc(CN4CCCC4)cn3)s2)cc1,37c59e3f9b37733ec61ecf52793c60c17441b219,1
116,CRDDRQWHQLBWAN-UHFFFAOYSA-N,C1=C(c2cnn3cc(-c4ccncc4)cnc23)CCC1,C1=C(c2cnn3cc(-c4ccncc4)cnc23)CCC1,2f59824809c76c5be58072eddc92d62a14d4dde1,1
117,CRENDBZETJAMRD-UHFFFAOYSA-N,CC(C)c1ccc(NC(=O)c2scnc2CCc2ccncc2)cc1,O=C(Nc1ccccc1)c1scnc1CCc1ccncc1,eab6defbf0f970b49d7f218b1f7061f8fd4990cb,1
118,CRIVQNIFBMFYFY-UHFFFAOYSA-N,CNc1nccc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,O=C(Nc1ccccc1)c1cccc(Oc2ncccc2-c2ccncn2)c1,e3d430f19f629d5ad6bab2b0082d9ffe888895fd,1
119,CTBBTYJXXXDYLG-UHFFFAOYSA-N,O=C(Nc1ncc(-c2ccccc2)s1)c1ccccc1,O=C(Nc1ncc(-c2ccccc2)s1)c1ccccc1,4231426362ec5ce51184858e6ee90bad4753a132,1
120,CUIYKFICQYRIMQ-DIVCQZSQSA-N,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)CC(C)(C)c1ccccc1,O=C(CCc1ccccc1)Nc1ccc(-c2nn(C3CCC(N4CCNCC4)CC3)c3ncncc23)cc1,06fe881807c686c781ed8027e7a4416a1c17395b,1
121,CUPLTRAPYIXFAX-UHFFFAOYSA-N,O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,O=C(NC1CC1)c1cccc(NCc2cnc(Nc3ccccn3)s2)c1,a36af89fe52f5393ab63252bd76304aedfe3598b,1
122,CUTRRQNUXLUQCJ-UHFFFAOYSA-N,CCN(Cc1ccccc1)c1nc(=O)nc(Nc2ccc3ncsc3c2)[nH]1,O=c1nc(NCc2ccccc2)[nH]c(Nc2ccc3ncsc3c2)n1,f7301f82f203688819bca9e98b949a51b7d8a70d,1
123,CUUDGRBWRUABBZ-UHFFFAOYSA-N,COC(=O)c1cn2ncnc(Nc3ccc(C(F)(F)F)c(O)c3)c2c1C,c1ccc(Nc2ncnn3cccc23)cc1,c1ee5b8d9591491f85ec285eebb013cbdb430fce,1
124,CXMKJARIDJFGGI-UHFFFAOYSA-N,c1cncc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)c1,c1cncc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)c1,44376a9deb3e179a917a3a2e4c6bd9ef20c34bc8,1
125,CYEPJSLJPCILCR-UHFFFAOYSA-N,O=C(O)c1ccc2[nH]c(O)c(C=c3[nH]cc4c3=CCOC4=O)c2c1,O=C1OCC=c2c1c[nH]c2=Cc1c[nH]c2ccccc12,5131f92e1b414a5f331ca2e84285ead7c40d7e4a,1
126,CYTHOJJDWBEAMO-UHFFFAOYSA-N,c1ccc(-c2nccn2-c2ccnc(Nc3ccncc3)n2)cc1,c1ccc(-c2nccn2-c2ccnc(Nc3ccncc3)n2)cc1,9c68ed7035858b313321b879073d00e668084687,1
127,CYTZASCNUGMIJP-UHFFFAOYSA-N,CC(C)(C)n1cc(-c2ccc(Cl)cc2)c2c(N)ncnc21,c1ccc(-c2c[nH]c3ncncc23)cc1,c798f78b6411d419fd74409a4ef753fd20e76af3,1
128,CYVPXDNOIYCAAV-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4c(F)cccc4F)cc3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,b7864dd3d3562dfaf01db4d553fd1e67987e37ac,1
129,CYWYPTQSOGGBKY-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C(F)(F)F)c2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,b09609cd82b123bda062104913cd7734e0802434,1
130,CZKWSFFVLCDVHL-UHFFFAOYSA-N,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ncccc23)cc1,c1ccc(Nc2nnc(Cc3ccncc3)c3ncccc23)cc1,21db08c9ca72e89917fac2c3978f5770c34db8e4,1
131,CZXJNJMEDFWKLF-UHFFFAOYSA-N,COc1ccc(-c2cc3c(NC(=O)c4cccc(F)c4)ncnc3o2)cc1,O=C(Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,c67ad8dceceed2d95c371d5b8755735cb0dbd3c9,1
132,CZXUSMYRTQIVIP-UHFFFAOYSA-N,CNC(=O)c1ccc(-c2nnc(Nc3ccc(C(C)(C)C)cc3)c3ccccc23)cc1,c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,823b62519e6cd5831794627c6043b463739ba63c,1
133,DAEICTYVNLISOG-UHFFFAOYSA-N,FC(F)(F)Oc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,9f22385715f57ac4a4393ac59dcb3609b0f792ee,1
134,DAKPITMJALLHHF-UHFFFAOYSA-N,CN(C)CCc1ccc(Nc2ncc(Cl)c(-c3ccc(C(C)(C)N)cc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,7425bfe430e5851b4442b5974692e39eda44e76b,1
135,DCFCBTICZZTNCX-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ccc2[nH]1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]cnc3c2)cc1,5adfeb54850c27c1c6328f5d45c87f2cf27e11e0,1
136,DCRDZICLFLDBFN-UHFFFAOYSA-N,c1ccc(-c2cnc(Nc3cnccn3)s2)cc1,c1ccc(-c2cnc(Nc3cnccn3)s2)cc1,0916becd2319ea4fd3a2ac802434c67ca4a59d47,1
137,DCRJMZNHTPDFNQ-UHFFFAOYSA-N,CCCCN(C)C(=O)c1cc2c(-c3ccccc3)[nH]nc2s1,c1ccc(-c2[nH]nc3sccc23)cc1,2b1b176b9efd0bf565c5205555290afabe823814,1
138,DDNGGJOYDNEVKU-UHFFFAOYSA-N,NC1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5[nH]c4=O)cc3c2)C1,O=c1[nH]c2ccccc2cc1-c1cc2cc(S(=O)(=O)N3CCCC3)ccc2[nH]1,32c843e89e06daf7f5cec88f93e37461188ce5e2,1
139,DELNEBFANGYLFG-UHFFFAOYSA-N,CC(=O)Nc1oc(-c2cncc(-c3cccc(Cl)c3)c2)nc1-c1ccccc1,c1ccc(-c2cncc(-c3nc(-c4ccccc4)co3)c2)cc1,8bba498b49ed72d1c921394ed20b01731646b732,1
140,DEPQMFLVQJEMPL-UHFFFAOYSA-N,CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4C)ccc3C)ccc2n1,O=C(Nc1ccccc1)c1cccc(-c2ccc3ncncc3c2)c1,eafc8a3604f9dcd83cc8bd8dd665dbf3591d0ee0,1
141,DFMLPQZUEXBQJU-UHFFFAOYSA-N,c1csc(-c2[nH]nc3c2Cc2ccccc2-3)c1,c1csc(-c2[nH]nc3c2Cc2ccccc2-3)c1,e5b2060cb4d5bb33be2466dfc7aca928597c0c1f,1
142,DFYHMMUFFSZGDD-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc2[nH]c(O)c(C=c3[nH]c4c(c3=CCCN3CCN(CC(=O)O)CC3)CCCC4)c2c1,C(c1c[nH]c2ccccc12)=c1[nH]c2c(c1=CCCN1CCNCC1)CCCC2,8eab839a5ce177939af4ced3a90a53a65880d2ae,1
143,DGNUQLFQESEHEK-UHFFFAOYSA-N,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)F)cc2)o1,c1ccc(Nc2nnc(-c3[nH]cnc3NCc3ccncc3)o2)cc1,38727e955a29e12b280aaf31f6df54ad2631645c,1
144,DGPAWMWBQNMPFK-UHFFFAOYSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OCCC5CCN(C)CC5)c(C)c34)ccc2[nH]1,c1nc(Oc2ccc3[nH]ccc3c2)c2cc(OCCC3CCNCC3)cn2n1,321922d4c07eaaa55549d0a4d83bd33dd5609248,1
145,DGUSFVFTIHATAT-UHFFFAOYSA-N,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1,O=C(Nc1ccccc1OC1CCNCC1)c1cccc(-c2ccc3ncncc3c2)c1,5fda0f4f6cd6f9d0241c4afb1b005b94da98b943,1
146,DGXWBSKQKKSIBK-UHFFFAOYSA-N,COc1ccccc1-c1ccc2c(C=c3[nH]c4c(c3=CCC(=O)O)CCCC4)c(O)[nH]c2c1,C=c1c2c([nH]c1=Cc1c[nH]c3cc(-c4ccccc4)ccc13)CCCC2,fd6b0cfef85be404a64ff2355e4e7366e8d7caa2,1
147,DIKMXNTWZASZBL-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(Cl)cc(Cl)c4)cc3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,9c607d9cca09f670c15395d833c2924170950e08,1
148,DINUMFKXHNIHAW-UHFFFAOYSA-N,Cc1cccc(NC(=O)N2CCc3cc(-c4[nH]nc5c4Cc4cc(CN6CCN(C)CC6)ccc4-5)sc3C2)c1,O=C(Nc1ccccc1)N1CCc2cc(-c3[nH]nc4c3Cc3cc(CN5CCNCC5)ccc3-4)sc2C1,8439cd62674f652f9f93a00b61dcb932960a04b2,1
149,DJAHLZXHKVPSHL-UHFFFAOYSA-N,Nc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,c1ccc(Nc2cncc(-c3cccnc3)n2)cc1,f5bdcc8468368a54975bcb1b5f5a428ba00efd24,1
150,DJSGIVCMVJOHJB-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(C#N)c3)o2)c1,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,4fe103be0bd358f8fdf2eaafdf26a15ee14dd7b8,1
151,DJUPCZRMXNBXKZ-UHFFFAOYSA-N,N#Cc1cnc(Nc2ccccn2)s1,c1ccc(Nc2nccs2)nc1,63442da1670a3ebde2baaef66fee5a720f72ae7f,1
152,DJUQYZCHZIOROJ-UHFFFAOYSA-N,Clc1ccc(Nc2nnc(Cc3ccncc3)c3cnccc23)cc1,c1ccc(Nc2nnc(Cc3ccncc3)c3cnccc23)cc1,b62635df21feeace600cbcbc2cfa20af71717747,1
153,DLHCYJIQXKETIN-UHFFFAOYSA-N,COc1ccccc1Nc1ncc(-c2ccccc2)o1,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,864a74638475a398b35d0f5726f29cc333cbfa0e,1
154,DLJXZNWTTGAQOK-UHFFFAOYSA-N,CC(C)OCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1ccccc1C4,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)Cc2ccccc2-1,6c39178f7b4d3929d097dec6fc061a45c3bfd3f1,1
155,DLSRIJJGQIAZHW-UHFFFAOYSA-N,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCc1ccnc(C#N)c1,c1cc(Nc2ncnc3cc(OCc4ccncc4)ccc23)c2c(c1)OCO2,9109c23b45c5314f9f7e9342dbc3b5f612ac5e29,1
156,DLZXGSGXNXHCOD-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,4c1f6912a6c302f7d69dace78ee3f6786251c9ec,1
157,DMDUKQXJILCWQN-UHFFFAOYSA-N,C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ncnc(Nc3ccc(F)c(Cl)c3)c12,C=c1cc[nH]c1=Cc1c[nH]c2ncnc(Nc3ccccc3)c12,e828ae0d2cff97d5e032b45d5a16086b121b9602,1
158,DMJWZNXWQVNUNT-UHFFFAOYSA-N,CC(C)(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)cc1,O=C(Nc1ccccc1)c1ccccc1Cn1ccc2cnccc21,541b32aecd3198d7b3906b17c8e64f473a591853,1
159,DMTDZFGYURLLKX-UHFFFAOYSA-N,Nc1[nH]nc2cccc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3n[nH]cc23)cc1,7064d87f24098d4b39c4f815cd0c3b708660147e,1
160,DNPMSTITUCICNO-UHFFFAOYSA-N,Cc1ccccc1NC(=O)NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)s1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)Nc1ccccc1,bd7f1471975912ace73bb8c6f562006c8408d923,1
161,DNQBBKLYBVCDBY-UHFFFAOYSA-N,Cc1ccc(NC(=O)NCc2ccc(-c3[nH]nc4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)cc1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)Nc1ccccc1,6e3eec4cefdf273939982ce945c0c9af6e212b9a,1
162,DOAJPLVYPQELON-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3noc4ncnc(N)c34)o2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2noc3ncncc23)o1,93a61719de3792856d2cd7e4ee116e1188dbf8c1,1
163,DOKIBWCVABZHOH-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccc4F)c3)o2)c1,c1ccc(Nc2ncc(-c3cccc(-c4ccccc4)c3)o2)cc1,48795e7fa919d4e26e7560f51365f80e8c50b5fb,1
164,DPLQMNPQGDUUNM-UHFFFAOYSA-N,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCN4CCCCC4)cc3)n2)c(OC)c1,O=C(Oc1ccccc1)N(c1ccccc1)c1ccnc(Nc2ccc(OCCN3CCCCC3)cc2)n1,22d07ff1109fac412b7723b1876b7e956956b54f,1
165,DPZDYVYBTGSQLM-UHFFFAOYSA-N,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1nc2ccccc2s1,c1ccc(Nc2nccc(-c3nc4ccccc4s3)n2)cc1,7a7546ba78dd09830883a1ae12d4881be20b2a75,1
166,DQHFKDYMNMRFQA-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(SC(F)(F)F)c4)cc3)ccc2[nH]1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]cnc3c2)cc1,ffef26fe5255a1a2529d1a9c8762c66c25ddc6f0,1
167,DQXBQPHEQRETIN-UHFFFAOYSA-N,CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,O=C(NCCc1ccccc1)Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,b55f7c5b57a882d4bcc2a0080924b59f651f6330,1
168,DRBIGHXBYOJZLO-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,35435278fc9f3082c5cdcfc5cf4475d7424238e2,1
169,DSBLOQJREHHYBA-UHFFFAOYSA-N,CC(=O)N1CCN(Cc2cc(C)cc(Nc3nccc(-n4ccnc4-c4ccccc4)n3)c2)CC1,c1ccc(-c2nccn2-c2ccnc(Nc3cccc(CN4CCNCC4)c3)n2)cc1,d0dc562628596a05173328a9a72cd23e0615769e,1
170,DSIYWLPXNDMRKR-UHFFFAOYSA-N,C=c1cc(C(=O)NCCN(CC)CC)[nH]c1=Cc1c(O)[nH]c2ncnc(Nc3ccc(F)c(Cl)c3)c12,C=c1cc[nH]c1=Cc1c[nH]c2ncnc(Nc3ccccc3)c12,bcf7e784b05f70cd1c4bf8ff9df90b9977b6618b,1
171,DSQHSSRIEMGNLG-UHFFFAOYSA-N,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)cc2)o1,c1ccc(Nc2nnc(-c3[nH]cnc3NCc3ccncc3)o2)cc1,afbfb955d202a02de66b602a665e5e1c81ebe285,1
172,DTAHSAPUHXWXSX-DIVCQZSQSA-N,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(NCc5cc6ccccc6[nH]5)cc4)c4c(N)ncnc43)CC2)CC1,c1ccc2[nH]c(CNc3ccc(-c4nn(C5CCC(N6CCNCC6)CC5)c5ncncc45)cc3)cc2c1,b6659e0fe265470372f0e74000cca0d47dddd028,1
173,DTQAVOXWSGVMDD-UHFFFAOYSA-N,Cc1ccccc1NC(=O)N(C)Cc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)s1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)Nc1ccccc1,d0f1f4405bc93bb46d67dc7f168cb44a13d1c4ad,1
174,DUSBNRXTCYVZOE-UHFFFAOYSA-N,Clc1ccc(Sc2nnc(Cc3ccncc3)c3ccccc23)cc1,c1ccc(Sc2nnc(Cc3ccncc3)c3ccccc23)cc1,7b836099283be1cf7c3c59030a3a06f45c79f174,1
175,DVAKZOIIORDUJI-UHFFFAOYSA-N,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(N)=O)cc2)cc1,c1ccc(-c2oc3ncncc3c2-c2ccccc2)cc1,9152d34690cd260426316358bf1fd3fcfa788cb4,1
176,DVRSTRMZTAPMKO-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,O=C(Nc1ccccc1)c1cccc(-c2ccc3nc(NCCN4CCOCC4)ncc3c2)c1,6926f2982023d113f1d6892cdaa9b2fcf4329387,1
177,DVZRCIHWWHNWKI-UHFFFAOYSA-N,FC(F)(F)c1cccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,44d77bec89c2c1ee731b40b7eeee40988c0915f0,1
178,DWVAKISMCOAFIB-UHFFFAOYSA-N,C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(Br)cc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,0ac5fc6562dbf65eabce82ae6c5b7e7fd9d6fdcc,1
179,DWVFNSMCXULVNR-UHFFFAOYSA-N,COC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1C,c1ccc(Nc2ncnn3cccc23)cc1,88d03a56cbb5a000c462a83b3a1b9f8d32791862,1
180,DXLSIJUGUJXUIP-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(N)ncc2c1,O=C(Nc1ccccc1)c1cccc(-c2ccc3ncncc3c2)c1,26a0d93bf3d8315996788a35c44d0c3a2fdb10f8,1
181,DXPJRFUAXOWMTL-UHFFFAOYSA-N,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(C(C)(C)C)cc2)o1,c1ccc(Nc2nnc(-c3[nH]cnc3NCc3ccncc3)o2)cc1,f94eaccb74469d3363044fb7e95637aa7cbe7ca5,1
182,DYLWWKFXSFUWIY-UHFFFAOYSA-N,O=C(NCc1ccccn1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,O=C(NCc1ccccn1)c1cccc(NCc2cnc(Nc3ccccn3)s2)c1,5e257779c29bf98879c229e873f4735c484b31a0,1
183,DZCUBLTYHLRLAF-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4Cl)cc3)ccc2[nH]1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]cnc3c2)cc1,8809090c4b962b11975417e31c4eeb927cea979b,1
184,DZCYFVPWGUECSY-UHFFFAOYSA-N,CC(=O)Nc1oc(-c2cncc(-c3ccccc3)c2)nc1-c1ccccc1,c1ccc(-c2cncc(-c3nc(-c4ccccc4)co3)c2)cc1,25a4bf614898a25faf0d21879d29eedd027242a8,1
185,DZNQOHSTGMPDAV-UHFFFAOYSA-N,Cc1cccc(N(C)C(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ccncc23)cc1,d77c2748aecd8fd73b2a653ff90026686991040b,1
186,DZSUJUOJJJCWGG-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,58145b95631a75aa337ec0570a9510c447c9c316,1
187,FAGREBOKSNRJQA-UHFFFAOYSA-N,Cc1cccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,bdebf7049f13e156916b3f06903d4a105b903bb2,1
